SOLD TO PARTY,SALES ORG,TYPE,VEH/KIT,PERIOD,BV,REGION,CURRENCY,Dispatch Plant,SHIP TO PARTY,TotalQty,GLCODE,YNDP,Per Unit 
10894,ZDOM,CKD,VEH1,2024-04,AH26,AS,INR,WA10,10894,176,510101,64724880,367755
13428,ZDOM,CKD,VEH,2024-04,AH26,TR,INR,WA10,A13428,304,510101,111797520,367755
11889,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,WA10,11889,48,510101,17652240,367755
12079,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,WA10,A12079,16,510101,5884080,367755
11071,ZDO1M,CKD,VEH,2024-04,AH26,AP,INR,WA10,11071,14,510101,5148570,367755
13171,ZDOM,CKD,VEH,2024-04,AH26,WB,INR,WA10,13171,8,510101,2942040,367755
13551,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,WA10,13551,16,510101,5884080,367755
13171,ZDOM,CKD,VEH,2024-04,AH26,WB,INR,WA10,D13171,8,510101,2942040,367755
10813,ZDOM,CKD,VEH,2024-04,AH26,KAR,INR,WA10,10813,24,510101,8826120,367755
11653,ZDOM,CKD,VEH,2024-04,AH26,MP,INR,WA10,11653,4,510101,1471020,367755
12893,ZDOM,CKD,VEH,2024-04,AH26,DEL,INR,WA10,12893,91,510101,33465705,367755
12079,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,WA10,12079,24,510101,8826120,367755
11978,ZDOM,CKD,VEH,2024-04,AH26,KAR,INR,WA10,11978,24,510101,8826120,367755
13180,ZDOM,CKD,VEH,2024-04,AH26,OR,INR,WA10,13180,32,510101,11768160,367755
12182,ZDOM,CKD,VEH,2024-04,AH26,BH,INR,WA10,12182,16,510101,5884080,367755
12001,ZDOM,CKD,VEH,2024-04,AH26,JK,INR,WA10,12001,52,510101,19123260,367755
11980,ZDOM,CKD,VEH,2024-04,AH26,KER,INR,WA10,11980,13,510101,4780815,367755
12755,ZDOM,CKD,VEH,2024-04,AH26,KER,INR,WA10,A12755,8,510101,2942040,367755
11256,ZDOM,CKD,VEH,2024-04,AH26,AP,INR,WA10,11256,14,510101,5148570,367755
10972,ZDOM44,CKD,VEH,2024-04,AH26,AP,INR,WA10,10972,8,510101,2942040,367755
12019,ZDOM,CKD,VEH,2024-04,AH26,AP,INR,WA10,12019,9,510101,3309795,367755
13219,ZDOM,CKD,VEH,2024-04,AH26,AP,INR,WA10,13219,42,510101,15445710,367755
13526,ZDOM,CKD,VEH,2024-04,AH26,MP,INR,WA10,13526,1,510101,367755,367755
11568,ZDOM,CKD,VEH,2024-04,AH26,MP,INR,WA10,11568,8,510101,2942040,367755
12004,ZDOM,CKD,VEH,2024-04,AH26,JK,INR,WA10,12004,8,510101,2942040,367755
12970,ZDOM,CKD,VEH,2024-04,AH26,UT,INR,WA10,12970,16,510101,5884080,367755
12959,ZDOM,CKD,VEH,2024-04,AH26,BH,INR,WA10,12959,1,510101,367755,367755
13024,ZDOM,CKD,VEH,2024-04,AH26,JH,INR,WA10,13024,4,510101,1471020,367755
12079,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,WA10,C12079,8,510101,2942040,367755
11747,ZDOM,CKD,VEH,2024-04,AH26,KER,INR,WA10,11747,8,510101,2942040,367755
13218,ZDOM,CKD,VEH,2024-04,AH26,AP,INR,WA10,13218,3,510101,1103265,367755
13220,ZDOM,CKD,VEH,2024-04,AH26,AP,INR,WA10,13220,3,510101,1103265,367755
11407,ZDOM,CKD,VEH,2024-04,AH26,BH,INR,WA10,11407,11,510101,4045305,367755
10851,ZDOM,CKD,VEH,2024-04,AH26,OR,INR,WA10,10851,8,510101,2942040,367755
11777,ZDOM,CKD,VEH,2024-04,AH26,MP,INR,WA10,11777,8,510101,2942040,367755
11236,ZDOM,CKD,VEH,2024-04,AH26,KAR,INR,WA10,11236,19,510101,6987345,367755
10975,ZDOM,CKD,VEH,2024-04,AH26,KAR,INR,WA10,10975,17,510101,6251835,367755
13026,ZDOM,CKD,VEH,2024-04,AH26,OR,INR,WA10,A13026,8,510101,2942040,367755
12773,ZDOM,CKD,VEH,2024-04,AH26,MP,INR,WA10,12773,1,510101,367755,367755
11306,ZDOM,CKD,VEH,2024-04,AH26,BH,INR,WA10,11306,1,510101,367755,367755
11363,ZDOM,CKD,VEH,2024-04,AH26,BH,INR,WA10,11363,9,510101,3309795,367755
13598,ZDOM,CKD,VEH,2024-04,AH26,BH,INR,WA10,13598,9,510101,3309795,367755
11778,ZDOM,CKD,VEH,2024-04,AH26,RJ,INR,WA10,11778,6,510101,2206530,367755
12008,ZDOM,CKD,VEH,2024-04,AH26,KAR,INR,WA10,12008,4,510101,1471020,367755
11903,ZDOM,CKD,VEH,2024-04,AH26,AP,INR,WA10,11903,6,510101,2206530,367755
13428,ZDOM,CKD,VEH,2024-04,AH26,TR,INR,ZZ01,A13428,92,510101,33833460,367755
10894,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,ZZ01,10894,94,510101,34568970,367755
11889,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,ZZ01,11889,24,510101,8826120,367755
13428,ZDOM,CKD,VEH,2024-04,AH26,TR,INR,WA10,A13428,-8,510101,-2942040,367755
12079,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,ZZ01,12079,12,510101,4413060,367755
12079,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,ZZ01,C12079,8,510101,2942040,367755
12079,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,ZZ01,A12079,24,510101,8826120,367755
13551,ZDOM,CKD,VEH,2024-04,AH26,AS,INR,ZZ01,13551,10,510101,3677550,367755
12909,ZDOM,CKD,VEH,2024-04,AH26,TG,INR,WA10,12909,53,510101,19491015,367755
13404,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,13404,257,510101,94513035,367755
10966,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,10966,152,510101,55898760,367755
11956,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,11956,33,510101,12135915,367755
11140,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,11140,80,510101,29420400,367755
11221,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,11221,96,510101,35304480,367755
13404,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,A13404,32,510101,11768160,367755
11956,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,B11956,16,510101,5884080,367755
13570,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,13570,128,510101,47072640,367755
12022,ZDOM,CKD,VEH,2024-04,AH26,HR,INR,WA10,12022,5,510101,1838775,367755
11542,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,11542,8,510101,2942040,367755
13001,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,13001,16,510101,5884080,367755
11989,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,11989,8,510101,2942040,367755
13097,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,13097,32,510101,11768160,367755
13219,ZDOM,CKD,VEH,2024-04,AH26,AP,INR,WA10,13219,22,510101,8090610,367755
10955,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,10955,8,510101,2942040,367755
10794,ZDOM,CKD,VEH,2024-04,AH26,TG,INR,WA10,10794,36,510101,13239180,367755
10877,ZDOM,CKD,VEH,2024-04,AH26,TG,INR,WA10,A10877,52,510101,19123260,367755
13216,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,13216,8,510101,2942040,367755
12889,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,12889,8,510101,2942040,367755
12969,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,A12969,8,510101,2942040,367755
11827,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,11827,9,510101,3309795,367755
12909,ZDOM,CKD,VEH,2024-04,AH26,TG,INR,WA10,12909,-4,510101,-1471020,367755
11221,ZDOM,CKD,VEH,2024-04,AH26,UP,INR,WA10,A11221,6,510101,2206530,367755
11956,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,A11956,24,510101,3996240,166510
11708,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11708,6,510101,999060,166510
12006,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,12006,972,510101,161847720,166510
11926,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11926,296,510101,49286960,166510
12022,ZDOM,CKD,VEH,2024-04,AF30,HR,INR,WA10,12022,76,510101,12654760,166510
13428,ZDOM,CKD,VEH,2024-04,AF30,TR,INR,WA10,A13428,144,510101,23351040,162160
12833,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,12833,328,510101,54615280,166510
12164,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,12164,174,510101,28972740,166510
12887,ZDOM,CKD,VEH,2024-04,AF30,HR,INR,WA10,12887,24,510101,3996240,166510
11996,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11996,292,510101,48620920,166510
13130,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,13130,7,510101,1165570,166510
13643,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,13643,308,510101,51285080,166510
10904,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,A10904,488,510101,81256880,166510
11933,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11933,218,510101,36299180,166510
11301,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11301,158,510101,26308580,166510
13039,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,13039,68,510101,11322680,166510
10966,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,B10966,36,510101,5994360,166510
11787,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11787,334,510101,55614340,166510
12865,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,A12865,451,510101,75096010,166510
11588,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11588,6,510101,999060,166510
11989,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11989,92,510101,15318920,166510
11956,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,B11956,62,510101,10323620,166510
10826,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,10826,84,510101,13986840,166510
11071,ZDOM,CKD,VEH,2024-04,AF30,AP,INR,WA10,11071,18,510101,2997180,166510
11672,ZDOM,CKD,VEH,2024-04,AF30,KER,INR,WA10,11672,4,510101,666040,166510
11221,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11221,146,510101,24310460,166510
12182,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12182,109,510101,18149590,166510
10794,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,10794,36,510101,5994360,166510
11201,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,11201,78,510101,12987780,166510
11934,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11934,158,510101,26308580,166510
11555,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11555,2,510101,333020,166510
10744,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,10744,12,510101,1998120,166510
12481,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,12481,56,510101,9324560,166510
12637,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,12637,41,510101,6826910,166510
11407,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11407,27,510101,4495770,166510
12042,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12042,8,510101,1332080,166510
11861,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,11861,11,510101,1831610,166510
11777,ZDOM,CKD,VEH,2024-04,AF30,MP,INR,WA10,11777,33,510101,5494830,166510
12008,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,12008,32,510101,5328320,166510
11110,ZDOM,CKD,VEH,2024-04,AF30,JH,INR,WA10,11110,6,510101,999060,166510
12957,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12957,26,510101,4329260,166510
12876,ZDOM,CKD,VEH,2024-04,AF30,DEL,INR,WA10,12876,42,510101,6993420,166510
10885,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,10885,60,510101,9990600,166510
11919,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11919,140,510101,23311400,166510
12717,ZDOM,CKD,VEH,2024-04,AF30,RJ,INR,WA10,12717,2,510101,333020,166510
12962,ZDOM,CKD,VEH,2024-04,AF30,HR,INR,WA10,12962,72,510101,11988720,166510
10877,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,A10877,40,510101,6660400,166510
11542,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11542,48,510101,7992480,166510
12756,ZDOM,CKD,VEH,2024-04,AF30,PB,INR,WA10,12756,6,510101,999060,166510
13570,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,13570,60,510101,9990600,166510
13069,ZDOM,CKD,VEH,2024-04,AF30,WB,INR,WA10,13069,8,510101,1332080,166510
11936,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,11936,6,510101,999060,166510
11936,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,A11936,6,510101,999060,166510
12541,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12541,24,510101,3996240,166510
11582,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11582,46,510101,7659460,166510
12261,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,12261,24,510101,3996240,166510
11363,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11363,6,510101,999060,166510
11928,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11928,12,510101,1998120,166510
11980,ZDOM,CKD,VEH,2024-04,AF30,KER,INR,WA10,11980,13,510101,2164630,166510
11091,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,11091,25,510101,4162750,166510
12777,ZDOM,CKD,VEH,2024-04,AF30,MP,INR,WA10,12777,29,510101,4828790,166510
12940,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12940,40,510101,6660400,166510
13171,ZDOM,CKD,VEH,2024-04,AF30,WB,INR,WA10,13171,25,510101,4162750,166510
11979,ZDOM,CKD,VEH,2024-04,AF30,KER,INR,WA10,11979,5,510101,832550,166510
13404,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,13404,24,510101,3996240,166510
11778,ZDOM,CKD,VEH,2024-04,AF30,RJ,INR,WA10,11778,52,510101,8658520,166510
11161,ZDOM,CKD,VEH,2024-04,AF30,WB,INR,WA10,C11161,2,510101,333020,166510
11221,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,A11221,39,510101,6493890,166510
13157,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,13157,34,510101,5661340,166510
12972,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,12972,44,510101,7326440,166510
11519,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11519,36,510101,5994360,166510
11236,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,11236,7,510101,1165570,166510
11618,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11618,36,510101,5994360,166510
12220,ZDOM,CKD,VEH,2024-04,AF30,KER,INR,WA10,12220,20,510101,3330200,166510
12671,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12671,7,510101,1165570,166510
12909,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12909,48,510101,7992480,166510
11689,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11689,12,510101,1998120,166510
12334,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12334,6,510101,999060,166510
11903,ZDOM,CKD,VEH,2024-04,AF30,AP,INR,WA10,11903,16,510101,2664160,166510
13216,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,13216,17,510101,2830670,166510
13598,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,13598,6,510101,999060,166510
11747,ZDOM,CKD,VEH,2024-04,AF30,KER,INR,WA10,11747,20,510101,3330200,166510
13382,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,13382,224,510101,37298240,166510
11921,ZDOM,CKD,VEH,2024-04,AF30,AP,INR,WA10,11921,6,510101,999060,166510
11973,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,11973,180,510101,29971800,166510
13570,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,A13570,24,510101,3996240,166510
13219,ZDOM,CKD,VEH,2024-04,AF30,AP,INR,WA10,13219,35,510101,5827850,166510
13405,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,13405,6,510101,999060,166510
11848,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11848,11,510101,1831610,166510
13570,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,C13570,36,510101,5994360,166510
13171,ZDOM,CKD,VEH,2024-04,AF30,WB,INR,WA10,D13171,12,510101,1998120,166510
13065,ZDOM,CKD,VEH,2024-04,AF30,RJ,INR,WA10,13065,10,510101,1665100,166510
12296,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12296,28,510101,4662280,166510
12940,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,A12940,6,510101,999060,166510
11140,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11140,24,510101,3996240,166510
11705,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11705,2,510101,333020,166510
12680,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12680,60,510101,9990600,166510
11557,ZDOM,CKD,VEH,2024-04,AF30,OR,INR,WA10,11557,2,510101,333020,166510
11901,ZDOM,CKD,VEH,2024-04,AF30,HR,INR,WA10,11901,8,510101,1332080,166510
11956,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11956,18,510101,2997180,166510
12481,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,A12481,8,510101,1332080,166510
12893,ZDOM,CKD,VEH,2024-04,AF30,DEL,INR,WA10,12893,35,510101,5827850,166510
12555,ZDOM,CKD,VEH,2024-04,AF30,AP,INR,WA10,A12555,12,510101,1998120,166510
12777,ZDOM,CKD,VEH,2024-04,AF30,MP,INR,WA10,A12777,2,510101,333020,166510
11140,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,B11140,12,510101,1998120,166510
11260,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,11260,24,510101,3996240,166510
12021,ZDOM,CKD,VEH,2024-04,AF30,RJ,INR,WA10,12021,1,510101,166510,166510
13428,ZDOM,CKD,VEH,2024-04,AF30,TR,INR,ZZ01,A13428,38,510101,6162080,162160
12912,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,A12912,2,510101,333020,166510
12912,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,12912,3,510101,499530,166510
13180,ZDOM,CKD,VEH,2024-04,AF30,OR,INR,WA10,13180,18,510101,2997180,166510
12262,ZDOM,CKD,VEH,2024-04,AF30,MP,INR,WA10,12262,2,510101,333020,166510
12186,ZDOM,CKD,VEH,2024-04,AF30,RJ,INR,WA10,12186,18,510101,2997180,166510
12960,ZDOM,CKD,VEH,2024-04,AF30,KAR,INR,WA10,12960,4,510101,666040,166510
12527,ZDOM,CKD,VEH,2024-04,AF30,HR,INR,WA10,12527,30,510101,4995300,166510
11653,ZDOM,CKD,VEH,2024-04,AF30,MP,INR,WA10,11653,1,510101,166510,166510
11955,ZDOM,CKD,VEH,2024-04,AF30,DEL,INR,WA10,11955,50,510101,8325500,166510
11140,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,C11140,24,510101,3996240,166510
13137,ZDOM,CKD,VEH,2024-04,AF30,HR,INR,WA10,13137,22,510101,3663220,166510
13026,ZDOM,CKD,VEH,2024-04,AF30,OR,INR,WA10,A13026,6,510101,999060,166510
12092,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12092,40,510101,6660400,166510
13097,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,13097,6,510101,999060,166510
13570,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,D13570,6,510101,999060,166510
13597,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,13597,24,510101,3996240,166510
12026,ZDOM,CKD,VEH,2024-04,AF30,RJ,INR,WA10,12026,6,510101,999060,166510
13024,ZDOM,CKD,VEH,2024-04,AF30,JH,INR,WA10,13024,7,510101,1165570,166510
12959,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,12959,4,510101,666040,166510
11603,ZDOM,CKD,VEH,2024-04,AF30,BH,INR,WA10,11603,9,510101,1498590,166510
11737,ZDOM,CKD,VEH,2024-04,AF30,MP,INR,WA10,11737,2,510101,333020,166510
13096,ZDOM,CKD,VEH,2024-04,AF30,UT,INR,WA10,13096,6,510101,999060,166510
13551,ZDOM,CKD,VEH,2024-04,AF30,AS,INR,ZZ01,13551,4,510101,648640,162160
12909,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12909,-6,510101,-999060,166510
11956,ZDOM,CKD,VEH,2024-04,AF30,UP,INR,WA10,B11956,-12,510101,-1998120,166510
13643,ZDOM,CKD,VEH,2024-04,AF30,GJ,INR,WA10,13643,-12,510101,-1998120,166510
12481,ZDOM,CKD,VEH,2024-04,AM28,KAR,INR,WA10,12481,18,510101,2854620,158590
13598,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,13598,26,510101,4123340,158590
11363,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,11363,41,510101,6502190,158590
12503,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,12503,44,510101,6977960,158590
11848,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,11848,28,510101,4440520,158590
13216,ZDOM,CKD,VEH,2024-04,AM28,UP,INR,WA10,13216,10,510101,1585900,158590
10966,ZDOM,CKD,VEH,2024-04,AM28,UP,INR,WA10,B10966,60,510101,9515400,158590
12671,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,12671,5,510101,792950,158590
12957,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,12957,9,510101,1427310,158590
13129,ZDOM,CKD,VEH,2024-04,AM28,JH,INR,WA10,13129,18,510101,2854620,158590
11705,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,11705,2,510101,317180,158590
11861,ZDOM,CKD,VEH,2024-04,AM28,KAR,INR,WA10,11861,2,510101,317180,158590
12481,ZDOM,CKD,VEH,2024-04,AM28,KAR,INR,WA10,A12481,4,510101,634360,158590
11778,ZDOM,CKD,VEH,2024-04,AM28,RJ,INR,WA10,11778,12,510101,1903080,158590
11988,ZDOM,CKD,VEH,2024-04,AM28,WB,INR,WA10,11988,4,510101,634360,158590
11708,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,11708,2,510101,317180,158590
12637,ZDOM,CKD,VEH,2024-04,AM28,KAR,INR,WA10,12637,4,510101,634360,158590
11110,ZDOM,CKD,VEH,2024-04,AM28,JH,INR,WA10,11110,8,510101,1268720,158590
11407,ZDOM,CKD,VEH,2024-04,AM28,BH,INR,WA10,11407,14,510101,2220260,158590
13111,ZDOM,CKD,VEH,2024-04,AM28,WB,INR,WA10,13111,4,510101,634360,158590
12833,ZDOM,CKD,VEH,2024-04,AM28,KAR,INR,WA10,12833,6,510101,951540,158590
12008,ZDOM,CKD,VEH,2024-04,AM28,KAR,INR,WA10,12008,2,510101,317180,158590
10966,ZDOM,CKD,VEH,2024-04,AM28,UP,INR,WA10,B10966,-12,510101,-1903080,158590
13024,ZDOM,CKD,VEH,2024-04,AM28,JH,INR,WA10,13024,1,510101,158590,158590
11936,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,11936,42,510101,6993420,166510
12879,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,12879,461,510101,76761110,166510
13670,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,A13670,186,510101,30970860,166510
10794,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,10794,102,510101,16984020,166510
12909,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12909,36,510101,5994360,166510
12878,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,A12878,492,510101,81922920,166510
12748,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12748,30,510101,4995300,166510
10877,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,A10877,96,510101,15984960,166510
10744,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,10744,72,510101,11988720,166510
13035,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,A13035,6,510101,999060,166510
10991,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,10991,1,510101,166510,166510
12569,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12569,54,510101,8991540,166510
12878,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,12878,24,510101,3996240,166510
11201,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,11201,54,510101,8991540,166510
12903,ZDOM,CKD,VEH,2024-04,AF30,PY,INR,WA10,12903,2,510101,333020,166510
12878,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,A12878,-12,510101,-1998120,166510
11936,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,A11936,36,510101,5994360,166510
12879,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,E12879,12,510101,1998120,166510
13169,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,13169,18,510101,2997180,166510
12779,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,12779,4,510101,666040,166510
12334,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12334,12,510101,1998120,166510
12139,ZDOM,CKD,VEH,2024-04,AF30,TN,INR,WA10,12139,3,510101,499530,166510
12531,ZDOM,CKD,VEH,2024-04,AF30,TG,INR,WA10,12531,6,510101,999060,166510
11955,ZDOM,CKD,VEH,2024-04,BK24,DEL,INR,WA10,11955,20,510101,8856700,442835
11952,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,11952,1,510101,471410,471410
11102,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,11102,2,510101,942820,471410
11140,ZDOM,CKD,VEH,2024-04,BK24,UP,INR,WA10,11140,4,510101,1771340,442835
11903,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,11903,4,510101,1771340,442835
13793,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,13793,1,510101,471410,471410
10794,ZDOM,CKD,VEH,2024-04,BK24,TG,INR,WA10,10794,2,510101,885670,442835
13220,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,13220,2,510101,885670,442835
13051,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,13051,2,510101,942820,471410
11642,ZDOM,CKD,VEH,2024-04,BK24,MAH,INR,WA10,11642,3,510101,1414230,471410
11980,ZDOM,CKD,VEH,2024-04,BK24,KER,INR,WA10,11980,1,510101,442835,442835
13643,ZDOM,CKD,VEH,2024-04,BK24,GJ,INR,WA10,13643,4,510101,1771340,442835
13219,ZDOM,CKD,VEH,2024-04,BK24,AP,INR,WA10,13219,10,510101,4428350,442835
