SOLD TO PARTY,SALES ORG,TYPE,VEH/KIT,PERIOD,BV,REGION,CURRENCY,Dispatch Plant,SHIP TO PARTY,TotalQty,GLCODE,YNDP,Per Unit 
10914,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,10914,13,510101,644930,49610
13263,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,13263,7,510101,348740,49820
10331,ZDOM,CKD,VEH,2024-04,DY08,HP,INR,PT01,10331,5,510101,248050,49610
12081,ZDOM,CKD,VEH,2024-04,DY08,JH,INR,PT01,C12081,2,510101,99790,49895
12080,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,12080,3,510101,151140,50380
11692,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11692,3,510101,148830,49610
13563,ZDOM,CKD,VEH,2024-04,DY08,OR,INR,PT01,13563,1,510101,49665,49665
12891,ZDOM,CKD,VEH,2024-04,DY08,TR,INR,ZZ01,12891,5,510101,244300,48860
12675,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,12675,1,510101,49510,49510
12313,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,12313,12,510101,598740,49895
12226,ZDOM,CKD,VEH,2024-04,DY08,OR,INR,PT01,12226,2,510101,99330,49665
10452,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,10452,15,510101,751800,50120
12854,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,12854,16,510101,792160,49510
13148,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,WA01,13148,3,510101,149685,49895
11362,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,11362,10,510101,498950,49895
12989,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,12989,11,510101,544115,49465
11322,ZDOM,CKD,VEH,2024-04,DY08,KER,INR,WA01,11322,3,510101,149295,49765
10447,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10447,5,510101,252600,50520
13174,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,13174,3,510101,149685,49895
10812,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,10812,17,510101,840905,49465
12991,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12991,5,510101,249475,49895
13645,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,13645,1,510101,51125,51125
10289,ZDOM,CKD,VEH,2024-04,DY08,PB,INR,PT01,10289,2,510101,99220,49610
10654,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,WA01,10654,1,510101,49895,49895
10326,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,10326,5,510101,248050,49610
11433,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,WA01,11433,3,510101,149685,49895
12881,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,A12881,8,510101,399160,49895
10320,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10320,4,510101,198440,49610
10432,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A10432,4,510101,202080,50520
12983,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,12983,1,510101,49820,49820
13512,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,13512,5,510101,247550,49510
13068,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,13068,20,510101,990200,49510
13498,ZDOM,CKD,VEH,2024-04,DY08,OR,INR,PT01,13498,1,510101,49665,49665
10047,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,10047,10,510101,498200,49820
13055,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,13055,3,510101,150975,50325
11612,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11612,1,510101,50520,50520
12591,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,12591,20,510101,992200,49610
12451,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12451,3,510101,149685,49895
11336,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,11336,1,510101,49895,49895
12461,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,12461,6,510101,300720,50120
13412,ZDOM,CKD,VEH,2024-04,DY08,JH,INR,PT01,13412,1,510101,49895,49895
11638,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,WA01,11638,4,510101,199580,49895
10403,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,10403,5,510101,250600,50120
13271,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,13271,4,510101,199280,49820
10690,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,WA01,10690,1,510101,49895,49895
13067,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,13067,6,510101,297060,49510
13248,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,13248,6,510101,297660,49610
12121,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,12121,7,510101,346570,49510
12723,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,12723,5,510101,247550,49510
13004,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A13004,10,510101,497200,49720
12874,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,12874,4,510101,199580,49895
11216,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A11216,5,510101,252600,50520
11417,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,WA01,11417,3,510101,149685,49895
11772,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,11772,5,510101,247325,49465
10185,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,WA01,10185,5,510101,249475,49895
12990,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12990,3,510101,151560,50520
13707,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,13707,15,510101,757800,50520
13243,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,13243,3,510101,149685,49895
10519,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,10519,8,510101,396080,49510
12732,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12732,1,510101,49895,49895
12884,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12884,11,510101,555720,50520
13251,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,13251,5,510101,250600,50120
10928,ZDOM,CKD,VEH,2024-04,DY08,JH,INR,PT01,10928,1,510101,49895,49895
13062,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,13062,15,510101,741975,49465
13135,ZDOM,CKD,VEH,2024-04,DY08,UT,INR,PT01,A13135,3,510101,151140,50380
12826,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12826,6,510101,299370,49895
12867,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,12867,10,510101,494650,49465
13250,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,13250,5,510101,248050,49610
13063,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,13063,3,510101,151140,50380
13567,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,13567,6,510101,303120,50520
10296,ZDOM,CKD,VEH,2024-04,DY08,RJ,INR,PT01,A10296,8,510101,405800,50725
10654,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,10654,4,510101,199580,49895
13646,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,13646,2,510101,99220,49610
13108,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,13108,3,510101,151560,50520
11207,ZDOM,CKD,VEH,2024-04,DY08,KER,INR,WA01,11207,5,510101,248825,49765
13018,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,13018,3,510101,148395,49465
10348,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,10348,4,510101,198320,49580
12532,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,12532,5,510101,248050,49610
12302,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,12302,7,510101,347270,49610
13208,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,13208,7,510101,346255,49465
10653,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,10653,5,510101,249475,49895
11458,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,11458,3,510101,153375,51125
11153,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11153,10,510101,496100,49610
12768,ZDOM,CKD,VEH,2024-04,DY08,CH,INR,WA01,12768,2,510101,99790,49895
12536,ZDOM,CKD,VEH,2024-04,DY08,OR,INR,PT01,12536,1,510101,49665,49665
10937,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10937,3,510101,148830,49610
12950,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,12950,1,510101,50120,50120
11794,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11794,4,510101,202080,50520
10790,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10790,9,510101,446490,49610
10401,ZDOM,CKD,VEH,2024-04,DY08,CH,INR,WA01,10401,1,510101,49895,49895
11914,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,11914,3,510101,150360,50120
10339,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10339,1,510101,49610,49610
10679,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,10679,6,510101,302280,50380
11483,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11483,2,510101,99220,49610
10590,ZDOM,CKD,VEH,2024-04,DY08,CH,INR,WA01,10590,3,510101,149685,49895
10138,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,10138,1,510101,51125,51125
12453,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,12453,1,510101,49610,49610
13497,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,B13497,3,510101,149460,49820
11543,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11543,12,510101,606240,50520
10650,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,WA01,10650,8,510101,403040,50380
10677,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,10677,8,510101,400960,50120
12540,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12540,5,510101,252600,50520
10540,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10540,2,510101,99220,49610
11888,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11888,5,510101,252600,50520
11971,ZDOM,CKD,VEH,2024-04,DY08,KER,INR,WA01,11971,14,510101,696710,49765
11664,ZDOM,CKD,VEH,2024-04,DY08,CH,INR,WA01,11664,3,510101,149685,49895
13052,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,13052,3,510101,148830,49610
11366,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,11366,1,510101,50380,50380
13249,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,13249,2,510101,99220,49610
13247,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,13247,3,510101,148830,49610
12638,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,12638,2,510101,100240,50120
10694,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10694,2,510101,101040,50520
10111,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,10111,3,510101,151140,50380
12900,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,12900,5,510101,250600,50120
11587,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,11587,1,510101,49465,49465
11864,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,11864,5,510101,250600,50120
11421,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11421,4,510101,202080,50520
12663,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,12663,2,510101,102250,51125
10057,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10057,6,510101,297660,49610
13418,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,A13418,4,510101,199580,49895
11500,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,11500,3,510101,149685,49895
11454,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,11454,4,510101,200480,50120
11857,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,11857,6,510101,300720,50120
10490,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,10490,8,510101,396880,49610
11469,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,11469,2,510101,100760,50380
11296,ZDOM,CKD,VEH,2024-04,DY08,RJ,INR,PT01,11296,2,510101,101450,50725
12749,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,12749,2,510101,99220,49610
11453,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,11453,5,510101,250600,50120
13493,ZDOM,CKD,VEH,2024-04,DY08,HP,INR,PT01,13493,2,510101,99220,49610
11277,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,A11277,10,510101,501200,50120
12938,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,12938,5,510101,250600,50120
11942,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,WA01,11942,2,510101,98930,49465
10725,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10725,5,510101,252600,50520
10268,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,D10268,4,510101,202080,50520
10935,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A10935,3,510101,151560,50520
11465,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,11465,2,510101,99790,49895
13214,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,13214,4,510101,201520,50380
11266,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A11266,5,510101,252600,50520
11683,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,11683,3,510101,148830,49610
10799,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,10799,5,510101,250600,50120
13624,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,13624,4,510101,198440,49610
13209,ZDOM,CKD,VEH,2024-04,DY08,RJ,INR,PT01,13209,4,510101,202900,50725
11417,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,11417,3,510101,149685,49895
11478,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,11478,7,510101,350840,50120
12029,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,C12029,4,510101,202080,50520
11177,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11177,3,510101,148830,49610
11707,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11707,5,510101,248050,49610
13168,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,13168,6,510101,300720,50120
12452,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12452,2,510101,99790,49895
11491,ZDOM,CKD,VEH,2024-04,DY08,KER,INR,WA01,11491,3,510101,149295,49765
11911,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11911,3,510101,151560,50520
10162,ZDOM,CKD,VEH,2024-04,DY08,RJ,INR,PT01,10162,2,510101,101450,50725
11514,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,11514,4,510101,198440,49610
13790,ZDOM,CKD,VEH,2024-04,DY08,JK,INR,PT01,13790,1,510101,49160,49160
10632,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10632,5,510101,252600,50520
11445,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,A11445,1,510101,50380,50380
10187,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10187,2,510101,101040,50520
10310,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,10310,25,510101,1236625,49465
13093,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,13093,2,510101,99790,49895
10349,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,10349,3,510101,149460,49820
10374,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,10374,2,510101,99790,49895
12782,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,12782,13,510101,643045,49465
13210,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,13210,3,510101,151560,50520
10314,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,10314,3,510101,151140,50380
12979,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,12979,3,510101,151140,50380
10649,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,10649,5,510101,248050,49610
11444,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,11444,15,510101,742650,49510
13107,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,13107,3,510101,148830,49610
12802,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,12802,2,510101,99220,49610
11596,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11596,5,510101,248050,49610
12964,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,12964,5,510101,247325,49465
11920,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,11920,2,510101,99790,49895
13006,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,13006,2,510101,100650,50325
13334,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,13334,2,510101,101040,50520
13222,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,13222,2,510101,99790,49895
10473,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A10473,5,510101,248600,49720
11562,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11562,5,510101,248050,49610
11658,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,11658,2,510101,99790,49895
11009,ZDOM,CKD,VEH,2024-04,DY08,CH,INR,WA01,A11009,1,510101,49895,49895
10367,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,10367,3,510101,148830,49610
12628,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12628,2,510101,99790,49895
13061,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,13061,3,510101,149685,49895
12852,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,12852,2,510101,100760,50380
12788,ZDOM,CKD,VEH,2024-04,DY08,TR,INR,ZZ01,12788,5,510101,244300,48860
12804,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,12804,2,510101,99790,49895
12029,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A12029,3,510101,151560,50520
13029,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,13029,40,510101,1978600,49465
10368,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,10368,1,510101,51125,51125
10745,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10745,2,510101,99220,49610
13408,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,13408,3,510101,150360,50120
12281,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,12281,1,510101,50120,50120
12788,ZDOM,CKD,VEH,2024-04,DY08,TR,INR,ZZ01,12788,1,510101,48860,48860
12901,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,12901,7,510101,346570,49510
10351,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,10351,12,510101,601440,50120
12983,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,12983,4,510101,199280,49820
12548,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12548,1,510101,50520,50520
10118,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,10118,5,510101,250600,50120
10971,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,10971,3,510101,149685,49895
12966,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,12966,2,510101,99220,49610
11508,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,11508,3,510101,148530,49510
13006,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,13006,2,510101,100650,50325
10223,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,10223,5,510101,250600,50120
12626,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12626,6,510101,298320,49720
11445,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,A11445,1,510101,50380,50380
13334,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,13334,1,510101,50520,50520
11807,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,11807,5,510101,247550,49510
10935,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A10935,3,510101,151560,50520
13210,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,13210,2,510101,101040,50520
13223,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A13223,12,510101,596640,49720
10203,ZDOM,CKD,VEH,2024-04,DY08,HR,INR,PT01,10203,2,510101,102250,51125
12121,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,12121,3,510101,148530,49510
10349,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,10349,3,510101,149460,49820
13482,ZDOM,CKD,VEH,2024-04,DY08,RJ,INR,PT01,A13482,2,510101,101450,50725
11505,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,11505,3,510101,148530,49510
13062,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,13062,3,510101,148395,49465
13271,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,13271,4,510101,199280,49820
10569,ZDOM,CKD,VEH,2024-04,DY08,KER,INR,WA01,10569,5,510101,248825,49765
12884,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12884,7,510101,353640,50520
13018,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,13018,1,510101,49465,49465
12938,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,12938,6,510101,300720,50120
11008,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11008,3,510101,151560,50520
11362,ZDOM,CKD,VEH,2024-04,DY08,BH,INR,PT01,11362,2,510101,99790,49895
12867,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,12867,9,510101,445185,49465
12989,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,ZZ01,12989,2,510101,98930,49465
10725,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10725,4,510101,202080,50520
12805,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12805,2,510101,99790,49895
10000,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,10000,1,510101,49895,49895
12950,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,12950,2,510101,100240,50120
10937,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10937,7,510101,347270,49610
11943,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,11943,2,510101,99020,49510
10665,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,10665,2,510101,100240,50120
13182,ZDOM,CKD,VEH,2024-04,DY08,CH,INR,WA01,13182,3,510101,149685,49895
10296,ZDOM,CKD,VEH,2024-04,DY08,RJ,INR,PT01,A10296,2,510101,101450,50725
11482,ZDOM,CKD,VEH,2024-04,DY08,KER,INR,WA01,11482,4,510101,199060,49765
12895,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12895,7,510101,353640,50520
12318,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,12318,2,510101,99220,49610
10417,ZDOM,CKD,VEH,2024-04,DY08,PB,INR,PT01,10417,5,510101,248050,49610
10862,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,10862,9,510101,451080,50120
11046,ZDOM,CKD,VEH,2024-04,DY08,KAR,INR,WA01,11046,4,510101,200480,50120
11207,ZDOM,CKD,VEH,2024-04,DY08,KER,INR,WA01,11207,7,510101,348355,49765
12955,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,12955,5,510101,247325,49465
12303,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,12303,5,510101,248050,49610
10125,ZDOM,CKD,VEH,2024-04,DY08,MG,INR,ZZ01,10125,1,510101,48860,48860
10348,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,10348,2,510101,99160,49580
12826,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,12826,4,510101,199580,49895
10257,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10257,2,510101,101040,50520
13512,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,13512,2,510101,99020,49510
10017,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,WA01,10017,3,510101,149685,49895
12477,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,12477,7,510101,348040,49720
11267,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,11267,3,510101,151560,50520
11021,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,11021,5,510101,247325,49465
10834,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,A11463,5,510101,250600,50120
13143,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,13143,10,510101,496100,49610
11510,ZDOM,CKD,VEH,2024-04,DY08,CH,INR,WA01,11510,1,510101,49895,49895
13222,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,13222,2,510101,99790,49895
10272,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10272,7,510101,347270,49610
13063,ZDOM,CKD,VEH,2024-04,DY08,UP,INR,PT01,13063,1,510101,50380,50380
11596,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,11596,3,510101,148830,49610
13209,ZDOM,CKD,VEH,2024-04,DY08,RJ,INR,PT01,13209,4,510101,202900,50725
13106,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,13106,2,510101,99640,49820
11683,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,11683,5,510101,248050,49610
11658,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,11658,2,510101,99790,49895
12692,ZDOM,CKD,VEH,2024-04,DY08,TG,INR,WA01,12692,7,510101,350840,50120
10745,ZDOM,CKD,VEH,2024-04,DY08,TN,INR,WA01,10745,3,510101,148830,49610
11132,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,11132,12,510101,594120,49510
10375,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,10375,1,510101,50520,50520
13029,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,13029,10,510101,494650,49465
11517,ZDOM,CKD,VEH,2024-04,DY08,AS,INR,PT01,11517,5,510101,247325,49465
10473,ZDOM,CKD,VEH,2024-04,DY08,MAH,INR,WA01,A10473,5,510101,248600,49720
10047,ZDOM,CKD,VEH,2024-04,DY08,DEL,INR,PT01,10047,8,510101,398560,49820
13264,ZDOM,CKD,VEH,2024-04,DY08,MP,INR,PT01,13264,4,510101,199580,49895
11920,ZDOM,CKD,VEH,2024-04,DY08,GJ,INR,PT01,11920,2,510101,99790,49895
10279,ZDOM,CKD,VEH,2024-04,DY08,AP,INR,WA01,10279,5,510101,248050,49610
10335,ZDOM,CKD,VEH,2024-04,DY08,WB,INR,PT01,10335,1,510101,49510,49510
12891,ZDOM,CKD,VEH,2024-04,DY08,TR,INR,ZZ01,12891,1,510101,48860,48860
